recipient_city,year,agreement_value
Newmarket,2009,1096330
Newmarket,2010,1510167
Newmarket,2011,2481155
Newmarket,2012,641180
Newmarket,2013,35000
Newmarket,2014,776449
Newmarket,2015,970689
Newmarket,2016,1051602
Newmarket,2018,2635378
Newmarket,2019,221350
"Newmarket, Ontario",2017,3000014
Newport,2018,15587
Newport,2019,18592
Newport Landing,2018,4400
Newtown,2007,225455
Newtown,2018,32839
Newtown,2019,38050
Neyaashiinigmiing,2015,26000
Neyaashiinigmiing,2018,7594
Neyaashiinigmiing,2019,4990
Niagara Falls,2007,128201
Niagara Falls,2010,131457
Niagara Falls,2011,1644037
Niagara Falls,2018,306305
Niagara Falls,2019,143865
"Niagara Falls, Ontario",2017,150628
"Niagara Falls, Ontario",2018,34129
Niagara on the Lake,2013,50000
Niagara-On-The-Lake,2018,5040
"Niagara-on-the Lake, Ontario",2017,41223
Niagara-on-the-Lake,2006,399698
Niagara-on-the-Lake,2007,2175349
Niagara-on-the-Lake,2010,57000
Niagara-on-the-Lake,2011,40283
Niagara-on-the-Lake,2012,67650
Niagara-on-the-Lake,2013,1535719
Niagara-on-the-Lake,2014,56446
Niagara-on-the-Lake,2015,55330
Niagara-on-the-Lake,2016,81459
Niagara-on-the-Lake,2018,207044
Niagara-on-the-Lake,2019,40915
"Niagara-on-the-Lake, Ontario",2017,45011
Nicholsville,2019,20540
Nicolet,2006,126243
Nicolet,2008,209346
Nicolet,2009,133621
Nicolet,2010,193592
Nicolet,2012,179617
Nicolet,2013,265000
Nicolet,2014,66885
Nicolet,2015,146674
Nicolet,2018,46137
Nicolet,2019,122076
"Nicolet, Quebec|Nicolet, Québec",2017,581365
Nigadoo,2018,2957
Nigadoo,2019,1610
Ninette,2018,6202
Ninette,2019,57796
Nipawin,2006,60000
Nipawin,2007,37418
Nipawin,2008,81589
Nipawin,2009,171843
Nipawin,2014,48196
Nipawin,2015,32045
Nipawin,2018,38845
Nipawin,2019,86003
Nipigon,2018,35964
Nipigon,2019,21667
Nipissing,2018,1680
Nipissing,2019,3780
Nisku,2019,27300
Niton Junction,2018,1632
Niton Junction,2019,2100
Niverville,2018,8141
Niverville,2019,108982
Nobleford,2018,13501
Nobleford,2019,18429
Nobleton,2018,14000
Noel,2018,3682
Noel,2019,19706
Nokomis,2018,12671
Nokomis,2019,12972
Nominingue,2018,11990
Nominingue,2019,22936
Nordegg,2018,3264
Nordegg,2019,25200
Norman Wells,2012,133419
Norman Wells,2015,45116
Norman Wells,2018,10298
Norman Wells,2019,25238
Norman's Cove,2018,2985
Norman's Cove,2019,12220
Normandin,2013,50000
Normandin,2018,42298
Normandin,2019,64615
Normétal,2018,2700
Normétal,2019,7500
Norquay,2019,1549
Norris Arm,2006,53859
Norris Arm,2010,26515
Norris Arm,2018,28881
Norris Arm,2019,40223
Norris Point,2010,39850
Norris Point,2018,22838
Norris Point,2019,24789
North Battleford,2006,110370
North Battleford,2007,29205
North Battleford,2008,637837
North Battleford,2009,110705
North Battleford,2010,122327
North Battleford,2011,45973
North Battleford,2012,312653
North Battleford,2013,213247
North Battleford,2014,77458
North Battleford,2015,50000
North Battleford,2018,259388
North Battleford,2019,228720
"North Battleford, Saskatchewan",2017,105895
North Battlford,2019,3982
North Bay,2006,36900
North Bay,2007,302733
North Bay,2008,474227
North Bay,2009,1159282
North Bay,2010,19699252
North Bay,2011,594234
North Bay,2012,190156
North Bay,2013,137348
North Bay,2014,552380
North Bay,2015,49270
North Bay,2016,890530
North Bay,2018,326767
North Bay,2019,2240531
"North Bay, Ontario",2017,292721
North Buxton,2018,16800
North East Margaree,2019,1619
North Gower,2016,66276
North Gower,2018,177107
"North Gower, Ontario",2017,99452
North Harbour,2018,8468
North Harbour,2019,6715
North Hatley,2018,16905
North Hatley,2019,65248
North Kingston,2019,1619
North Lake,2018,1388
North Lake,2019,1472
North Lancaster,2010,50000
North Lochaber,2018,3436
North Lochaber,2019,4999
North Milton,2018,10398
North Milton,2019,22778
North Portal,2018,1316
North Portal,2019,1328
North Preston,2018,3436
North Preston,2019,9711
North River,2018,8157
North River,2019,34202
North Rustico,2018,9466
North Rustico,2019,29777
North Saanich,2018,23539
North Saanich,2019,10448
North Shore,2018,1650
North Sydney,2018,91431
North Sydney,2019,105385
North Vancouver,2006,375713
North Vancouver,2007,925200
North Vancouver,2008,384389
North Vancouver,2009,1140643
North Vancouver,2010,998137
North Vancouver,2011,516893
North Vancouver,2012,161930
North Vancouver,2013,1086440
North Vancouver,2014,34587
North Vancouver,2015,454978
North Vancouver,2016,1279085
North Vancouver,2018,727732
North Vancouver,2019,830453
"North Vancouver, British Columbia|North Vancouver, Colombie-Britannique",2017,1539297
"North Vancouver, British Columbia|North Vancouver, Colombie-Britannique",2018,28175
North Wellington,2008,77136
North West River,2018,5971
North West River,2019,11965
North Weyburn,2019,3591
North York,2006,36715
North York,2007,322680
North York,2008,175091
North York,2009,104215
North York,2010,291355
North York,2011,106771
North York,2012,46500
North York,2016,212378
North York,2018,605825
North York,2019,476373
"North York, Ontario",2017,1463750
"North York, Ontario",2018,50000
North bay,2018,3797
Northbrook,2018,3797
Northern Arm,2018,2009
Northside East Bay,2018,3682
Norton,2006,47416
Norton,2008,35104
Norton,2011,34349
Norton,2018,17746
Norton,2019,25540
Norval,2018,3797
Norwich,2018,33953
Norwood,2014,25089
Norwood,2018,14751
"Norwood, Ontario",2018,28389
Notre Dame de Lourdes,2018,10222
Notre Dame de Lourdes,2019,6868
Notre Dame du Nord,2010,111778
Notre-Dame,2018,6597
Notre-Dame,2019,3082
Notre-Dame du Nord,2010,3295907
Notre-Dame-Des-Prairies,2018,19764
Notre-Dame-Du-Laus,2018,7848
Notre-Dame-de-Bonsecours,2018,2880
Notre-Dame-de-Bonsecours,2019,3500
Notre-Dame-de-Ham,2018,11524
Notre-Dame-de-Ham,2019,60782
"Notre-Dame-de-Ham, Quebec|Notre-Dame-de-Ham, Québec",2018,46570
Notre-Dame-de-L'Île-Perrot,2018,34994
Notre-Dame-de-Lorette,2018,4374
Notre-Dame-de-Lorette,2019,12960
Notre-Dame-de-Lourdes,2018,6180
Notre-Dame-de-Lourdes,2019,34958
Notre-Dame-de-Montauban,2018,3294
Notre-Dame-de-Montauban,2019,11218
Notre-Dame-de-Pontmain,2018,2700
Notre-Dame-de-Pontmain,2019,57000
Notre-Dame-de-Stanbridge,2018,4322
Notre-Dame-de-Stanbridge,2019,7968
Notre-Dame-de-l'Île-Perrot,2016,45412
Notre-Dame-de-l'Île-Perrot,2018,47188
Notre-Dame-de-l'Île-Perrot,2019,156046
Notre-Dame-de-la-Merci,2018,3600
Notre-Dame-de-la-Merci,2019,25667
Notre-Dame-de-la-Paix,2018,6660
Notre-Dame-de-la-Paix,2019,6700
Notre-Dame-de-la-Salette,2018,8646
Notre-Dame-de-la-Salette,2019,23900
Notre-Dame-des-Bois,2018,2160
Notre-Dame-des-Bois,2019,4500
Notre-Dame-des-Monts,2018,8644
Notre-Dame-des-Monts,2019,57968
Notre-Dame-des-Pins,2018,10806
Notre-Dame-des-Pins,2019,23876
Notre-Dame-des-Prairies,2018,13176
Notre-Dame-des-Prairies,2019,80244
Notre-Dame-des-Sept-Douleurs,2014,44964
Notre-Dame-des-Sept-Douleurs,2018,9059
Notre-Dame-des-Sept-Douleurs,2019,13944
Notre-Dame-des-Érables,2018,3076
Notre-Dame-des-Érables,2019,28093
Notre-Dame-du-Bon-Conseil,2018,14048
Notre-Dame-du-Bon-Conseil,2019,23900
Notre-Dame-du-Laus,2018,4322
Notre-Dame-du-Laus,2019,30904
Notre-Dame-du-Mont-Carmel,2016,35605
Notre-Dame-du-Mont-Carmel,2018,15840
Notre-Dame-du-Mont-Carmel,2019,34916
"Notre-Dame-du-Mont-Carmel, Quebec|Notre-Dame-du-Mont-Carmel, Québec",2017,32463
Notre-Dame-du-Nord,2007,79586
Notre-Dame-du-Nord,2011,60029
Notre-Dame-du-Nord,2018,45763
Notre-Dame-du-Nord,2019,145848
Notre-Dame-du-Portage,2018,4734
Notre-Dame-du-Portage,2019,11468
Notre-Dame-du-Rosaire,2018,8235
Notre-Dame-du-Rosaire,2019,6830
Notre-Dame-du-Sacré-Coeur-d'Issoudun,2018,4320
Nouvelle,2018,12354
Nouvelle,2019,103344
Noyan,2019,23095
Noëlville,2018,52786
"Noëlville, Ontario",2017,28272
Nyanza,2018,1650
Nédelec,2009,73990
Nédélec,2018,6588
O'Leary,2012,38507
O'Leary,2014,45236
O'Leary,2018,51576
O'Leary,2019,153093
O'Leary ,2018,1619
OHSWEKEN,2019,0
OKA,2018,1260
OKOTOKS,2019,8400
OLDS,2018,1632
OTTAWA,2019,4470806
OUTLOOK,2019,1549
OYAMA,2019,4990
Oak Bay,2018,5542
Oak Bay,2019,4117
Oak Bluff,2018,25681
Oak Bluff,2019,19165
Oak Hill,2019,24600
Oak Lake,2018,3101
Oak Lake,2019,7372
"Oak Lake, Manitoba",2018,50000
Oak River,2018,7117
Oak River,2019,11078
Oakbank,2009,578765
Oakbank,2015,50000
Oakbank,2018,18838
Oakbank,2019,22877
Oakburn,2018,1340
Oakburn,2019,1591
Oakview,2018,1340
Oakville,2006,420109
Oakville,2007,401986
Oakville,2008,380077
Oakville,2009,261589
Oakville,2010,1508256
Oakville,2011,1176470
Oakville,2012,143445
Oakville,2013,50909
Oakville,2014,1765830
Oakville,2015,52951
Oakville,2016,263112
Oakville,2018,3192459
Oakville,2019,8384700
"Oakville, Ontario",2017,478453
"Obedjiwan, Quebec|Obedjiwan, Québec",2018,50000
Ochre River,2015,35344
Ochre River,2018,1340
Ochre River,2019,1364
Odanak,2018,7511
Odanak,2019,19918
Odessa,2009,49750
Odessa,2012,32625
Odessa,2018,1316
Odessa,2019,1328
Ogden,2018,2880
Ogden,2019,42219
Ogema,2018,9833
Ogema,2019,35349
Ogoki,2016,26953
Ohsweke,2009,415000
Ohsweken,2006,110000
Ohsweken,2007,262228
Ohsweken,2008,488798
Ohsweken,2009,937209
Ohsweken,2010,16043835
Ohsweken,2011,400000
Ohsweken,2012,2611575
Ohsweken,2013,400000
Ohsweken,2014,610000
Ohsweken,2015,1090000
Ohsweken,2016,55935
Ohsweken,2018,1069792
Ohsweken,2019,71808459
"Ohsweken, Ontario",2017,12319174
Oil Springs,2018,5040
Oka,2007,25440
Oka,2018,49520
Oka,2019,113724
Okanagan Falls,2019,20000
Okotoks,2015,50000
Okotoks,2018,77998
Okotoks,2019,137621
"Okotoks,",2019,1800
"Okotoks, Alberta",2018,50000
Old Crow,2019,25000
Old Perlican,2018,21215
Old Perlican,2019,19124
Old Shop,2018,2986
Oldcastle,2018,3360
Oldcastle,2019,212976
Olds,2008,28812
Olds,2009,34496
Olds,2010,36940
Olds,2011,31471
Olds,2012,39104
Olds,2013,39000
Olds,2014,40198
Olds,2015,33162
Olds,2016,31605
Olds,2018,99710
Olds,2019,101919
"Olds, Alberta",2017,39920
Oliver,2018,11047
Oliver,2019,114048
Omemee,2019,13697
Ompah,2012,28202
Onanole,2018,15570
Onanole,2019,34870
Onoway,2018,17952
Onoway,2019,27300
Ontario,2009,46752
Oona River,2018,16422
Oona River,2019,8822
"Oona River, British Columbia|Oona River, Colombie-Britannique",2017,33775
Opasatika,2018,3360
Opaskwayak,2015,41068
Opaskwayak,2016,44286
Opaskwayak,2018,43414
Opaskwayak,2019,52656
"Opaskwayak, Manitoba",2017,148049
"Opaswayak, Manitoba",2017,52181
Open Hall,2018,2986
Open Hall,2019,12220
Orangedale,2018,6872
Orangedale,2019,27133
Orangeville,2007,28160
Orangeville,2009,133858
Orangeville,2011,200787
Orangeville,2013,413573
Orangeville,2014,334645
Orangeville,2015,452527
Orangeville,2016,71331
Orangeville,2018,183873
Orangeville,2019,657656
"Orangeville, Ontario",2016,454515
"Orangeville, Ontario",2017,163899
Orford,2013,50000
Orford,2018,18423
Orford,2019,43972
Orillia,2007,90000
Orillia,2010,50000
Orillia,2013,50000
Orillia,2014,378452
Orillia,2015,27409
Orillia,2016,720681
Orillia,2018,119168
Orillia,2019,149500
"Orillia, Ontario",2017,276642
"Orillia, Ontario",2018,100000
Orleans,2006,38738
Orleans,2007,36556
Orleans,2010,92937
Orleans,2011,2091823
Orleans,2012,2077938
Orleans,2013,123616
Orleans,2016,62011
Orleans,2018,9096
Orleans,2019,111379
Orléans,2008,49158
Orléans,2009,30472
Orléans,2014,6040199
Orléans,2015,263930
Orléans,2016,316643
Orléans,2018,512525
Orléans,2019,1045838
"Orléans, Ontario",2017,371805
Ormstown,2009,143031
Ormstown,2010,284139
Ormstown,2011,236716
Ormstown,2015,171640
Ormstown,2018,21504
Ormstown,2019,64790
"Ormstown, Quebec|Ormstown, Québec",2017,409416
Oro,2012,50000
Oro-Medonte,2016,36000
Oro-Medonte,2018,156417
Oro-Medonte,2019,79300
"Oro-Medonte, Ontario",2017,129161
Oromocto,2008,376257
Oromocto,2009,443937
Oromocto,2010,477853
Oromocto,2011,291090
Oromocto,2012,164011
Oromocto,2015,41566
Oromocto,2018,54179
Oromocto,2019,67598
Orono,2013,44971
Orono,2018,7594
Orwell,2018,3465
Orwell,2019,4104
Osgoode,2018,14751
Oshawa,2006,192266
Oshawa,2007,224400
Oshawa,2008,353146
Oshawa,2009,314799
Oshawa,2010,634228
Oshawa,2011,1136300
Oshawa,2012,245929
Oshawa,2013,168858
Oshawa,2014,1928636
Oshawa,2015,328879
Oshawa,2016,377513
Oshawa,2018,2698789
Oshawa,2019,14434729
"Oshawa, Ontario",2017,2156947
"Oshawa, Ontario",2018,50000
Oshweken,2008,415000
Osler,2018,3946
Osler,2019,5200
Osoyoos,2015,40000
Osoyoos,2018,24846
Osoyoos,2019,30597
"Osoyoos, British Columbia|Osoyoos, Colombie-Britannique",2018,32500
Otonabee,2018,1680
Ottawa,2006,44224448
Ottawa,2007,50395723
Ottawa,2008,49384192
Ottawa,2009,51814659
Ottawa,2010,75430045
Ottawa,2011,60600677
Ottawa,2012,27940212
Ottawa,2013,20445912
Ottawa,2014,55514495
Ottawa,2015,23039498
Ottawa,2016,11602144
Ottawa,2018,20592497
Ottawa,2019,295838310
"Ottawa, Ontario",2016,4986990
"Ottawa, Ontario",2017,72182139
"Ottawa, Ontario",2018,31744448
Otter Creek,2018,1802
Otter Creek,2019,1840
Otter Lake,2018,2520
Otter Lake,2019,16285
Otter-Lake,2019,0
Otterburn Park,2018,17648
Otterburn Park,2019,34644
Otterville,2018,3360
Ouje-Bougoumou,2007,25930
Ouje-Bougoumou,2018,26352
Ouje-Bougoumou,2019,79670
Oungre,2018,6093
Oungre,2019,3097
Outlook,2011,75000
Outlook,2018,19485
Outlook,2019,42236
Outremont,2018,21410
Outremont,2019,226489
"Outremont, Quebec|Outremont, Québec",2017,27827
Owen Sound,2006,561436
Owen Sound,2007,132476
Owen Sound,2008,364346
Owen Sound,2009,719777
Owen Sound,2010,211980
Owen Sound,2013,1052728
Owen Sound,2015,41210
Owen Sound,2018,159418
Owen Sound,2019,201221
"Owen Sound, Ontario",2017,3357213
Oxbow,2018,6993
Oxbow,2019,31504
Oxford,2018,8056
Oxford,2019,7951
Oxford Station,2018,11760
Oyama,2018,4558
Oyama,2019,9702
Oyen,2018,29544
Oyen,2019,63958
Oyster Bed,2018,1388
PANGMAN,2019,3591
PARKSVILLE,2019,8822
PATUANAK,2019,15387
"PAYNTON,",2019,1328
PAris,2018,3360
PEMBERTON,2019,3781
PENTICTON,2019,15925
PICTURE BUTTE,2019,4200
PLASTER ROCK,2018,4016
PONTEIX,2019,5486
PORT ALBERNI,2019,8822
PORT COQUITLAM,2019,8822
PORT MCNEILL,2019,13583
PORT MOODY,2019,9927
PORTAGE LA PRAIRIE,2019,19390
POWELL RIVER,2019,4411
PRINCE ALBERT,2019,3590
PRINCE GEORGE,2019,19405
PROCTOR,2019,4411
Pabineau First Nation,2008,111546
Pabineau First Nation,2009,39431
Pabineau First Nation,2010,52968
Pabineau First Nation,2011,42425
Pabos,2015,252312
Pabos,2018,16520
Pabos,2019,105052
Pabos Mills,2019,23904
"Pabos, Quebec|Pabos, Québec",2017,42862
Packington,2018,5764
Packington,2019,31972
Pacquet,2018,4479
Paddle Prairie,2019,21500
Paddockwood,2018,3946
Padoue,2019,31830
Paisley,2019,5800
Pakwaw Lake,2018,9140
Pakwaw Lake,2019,22260
Palmarolle,2018,17909
Palmarolle,2019,60233
Palmer Rapids,2007,49939
Palmer Rapids,2018,9660
Palmer Rapids,2019,2778
Palmerston,2018,13440
Panama City,2014,700000
Pangman,2018,10040
Pangman,2019,13156
Pangnirtung,2008,41446
Pangnirtung,2011,45522
Pangnirtung,2012,193903
Pangnirtung,2013,230897
Pangnirtung,2018,25797
Pangnirtung,2019,15600
Papineauville,2006,339968
Papineauville,2008,91461
Papineauville,2011,176700
Papineauville,2018,41270
Papineauville,2019,156160
Paquetville,2006,78904
Paquetville,2018,15685
Paquetville,2019,44497
Paradise,2007,45920
Paradise,2015,50000
Paradise,2018,153048
Paradise,2019,1211997
Paradise Hill,2018,9625
Paradise Hill,2019,18816
"Paradise Hill, Saskatchewan",2018,25597
Paradise Valley,2019,4200
Paris,2006,356933
Paris,2007,26928
Paris,2009,45000
Paris,2015,100000
Paris,2018,61160
Paris,2019,160045
"Paris, Ontario",2017,50000
"Paris, Ontario",2018,32175
Parisville,2018,5042
Parisville,2019,9040
Parker's Cove,2018,2830
Parkers Cove,2019,3055
Parkhill,2018,1680
Parkland County,2018,6528
Parkland County,2019,25108
Parkside,2018,8727
Parkside,2019,3591
Parksville,2006,126003
Parksville,2007,99961
Parksville,2011,52080
Parksville,2018,75813
Parksville,2019,131094
"Parksville, British Columbia|Parksville, Colombie-Britannique",2017,175677
Parrsboro,2007,36825
Parrsboro,2018,29877
Parrsboro,2019,72064
Parry Sound,2009,180600
Parry Sound,2010,94148
Parry Sound,2015,50000
Parry Sound,2018,65724
Parry Sound,2019,0
Parson's Pond,2018,8708
Parson's Pond,2019,5791
Pasadena,2018,37143
Pasadena,2019,67107
Paspébiac,2018,22670
Paspébiac,2019,153734
Pauingassi,2019,8172
Paulatuk,2018,4284
Paulatuk,2019,23471
Pawitik,2015,39975
Pawitik,2016,30510
Pawitik,2018,37970
Paynton,2018,1316
Pays Plat,2018,7594
Peace River,2014,784764
Peace River,2018,33530
Peace River,2019,39300
Peachland,2012,49875
Peachland,2018,25535
Peachland,2019,32780
"Peachland, British Columbia|Peachland, Colombie-Britannique",2018,41862
Peakes,2018,3866
Peakes,2019,4104
Pefferlaw,2009,31740
Pefferlaw,2012,27800
Pefferlaw,2016,48816
Pefferlaw,2018,39487
"Pefferlaw, Ontario",2017,41220
Peguis,2018,6202
Peguis,2019,16330
Peguis First Nation,2012,1939970
"Peguis, Manitoba",2018,3685617
Pelee Island,2013,34804
Pelee Island,2018,11760
Pelly,2018,4364
Pelly Crossing,2019,87427
Pemberton,2018,33697
Pemberton,2019,32585
Pembroke,2008,29994
Pembroke,2011,3549909
Pembroke,2012,383081
Pembroke,2013,456301
Pembroke,2015,689663
Pembroke,2016,307900
Pembroke,2018,187363
Pembroke,2019,311198
"Pembroke, Ontario",2016,263169
"Pembroke, Ontario",2017,36070
Pender Island,2018,45362
Pender Island,2019,89014
Penetanguishene,2007,417909
Penetanguishene,2008,355590
Penetanguishene,2009,239579
Penetanguishene,2010,345218
Penetanguishene,2011,391424
Penetanguishene,2013,352849
Penetanguishene,2014,339709
Penetanguishene,2016,335540
Penetanguishene,2018,120559
Penetanguishene,2019,24134
"Penetanguishene, Ontario",2017,1219145
Penhold,2006,272025
Penhold,2018,3710
Penhold,2019,4778
"Penhold, Alberta",2018,42619
Pennant,2018,2632
Pennfield,2018,1577
Pennfield,2019,1380
Penobsquis,2018,10898
Penobsquis,2019,11444
Pentiction,2019,9148
Penticton,2008,48087
Penticton,2009,28754
Penticton,2010,91820
Penticton,2011,65532
Penticton,2013,50000
Penticton,2014,100000
Penticton,2015,50000
Penticton,2018,158878
Penticton,2019,1826988
Percé,2018,25601
Percé,2019,116232
Perdue,2019,4646
Perry's Cove,2018,2614
Perry's Cove,2019,3119
Perth,2006,149859
Perth,2007,325268
Perth,2008,286837
Perth,2009,436715
Perth,2010,882072
Perth,2012,304127
Perth,2013,95738
Perth,2014,307355
Perth,2015,80621
Perth,2016,279938
Perth,2018,133410
Perth,2019,499709
"Perth, Ontario",2017,691288
Perth-Andover,2007,139907
Perth-Andover,2018,61243
Perth-Andover,2019,48893
Peru,2015,338556
Pessamit,2018,8234
Pessamit,2019,23900
Petawawa,2011,81623
Petawawa,2018,12306
Petawawa,2019,45562
"Petawawa, Ontario",2018,39089
Peterborough,2006,605095
Peterborough,2007,1178431
Peterborough,2008,729808
Peterborough,2010,90157
Peterborough,2011,395181
Peterborough,2012,297610
Peterborough,2013,413017
Peterborough,2014,1062918
Peterborough,2015,374755
Peterborough,2016,249504
Peterborough,2017,50000
Peterborough,2018,732061
Peterborough,2019,3277384
"Peterborough, Ontario",2017,471099
