,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
488,GC-2017-Q4-00292,Hyland Dairy Farms Limited,"Denfield, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Sand Spreader,"DFIP-ON-2718	DFIP-ON-2718",32500,2/4/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
489,GC-2017-Q4-00293,Ikendale Farms Ltd.,"Walkerton, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Heifer Barn Expansion,"DFIP-ON-0595	DFIP-ON-0595",56051.27,2/6/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
490,GC-2017-Q4-00294,J & N Dairy Ltd.,"Picture Butte, Alberta",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotic Milkers To Increase Farm Efficiency,"DFIP-AB-2334	DFIP-AB-2334",250000,2/28/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
491,GC-2017-Q4-00307,Joosse Dairy Inc.,"Mitchell, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Joosse Dairy Efficiency Project,"DFIP-ON-2050	DFIP-ON-2050",60000,1/1/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
492,GC-2017-Q4-00318,Langeweer Dairy Inc.,"Woodstock, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Langeweer Dairy Inc. Robot Install 2017,"DFIP-ON-2310	DFIP-ON-2310",250000,1/11/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
493,GC-2017-Q4-00354,Rinsma Holsteins Ltd.,"Olds, Alberta",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New Barn Projects,"DFIP-AB-1330	DFIP-AB-1330",28364.9,3/21/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
494,GC-2017-Q4-00295,J. & L. Walker Farms Ltd.,"Aylmer, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Installation of Rubber Matting, Fans, and Back Brushes","DFIP-ON-2532	DFIP-ON-2532",51961.74,2/1/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
495,GC-2017-Q4-00296,Jan Holtland,"Arthur, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Holtland Robot Upgrade - Mar17,"DFIP-ON-2345	DFIP-ON-2345",220876.52,1/15/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
496,GC-2017-Q4-00297,Jan Koersen,"Fordwich, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Small Investment Project,"DFIP-ON-0518	DFIP-ON-0518",49104.51,1/22/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
497,GC-2017-Q4-00298,Janna Dairy Ltd.,"Ponoka, Alberta",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Dairy Equipment Install,"DFIP-AB-2638	DFIP-AB-2638",60000,2/6/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
498,GC-2017-Q4-00303,Johannes Bokdam,"New Hamburg, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Upgrade Dairy Barn Stalls,"DFIP-ON-0268	DFIP-ON-0268",35312.45,1/25/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
499,GC-2017-Q4-00308,Jubilee Lane Dairy Farm Limited,"Lower Onslow, Nova Scotia|Lower Onslow, Nouvelle-Écosse",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Parlour Modernization and Expansion,"DFIP-NS-2277	DFIP-NS-2277",50688.68,3/14/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
487,GC-2017-Q4-00291,Hutterian Brethren of Sovereign Inc.,"Rosewood, Saskatchewan",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Sovereign dairy grant application,"DFIP-SK-1666	DFIP-SK-1666",250000,3/8/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
157,GC-2017-Q4-00094,Charlie Stuart,"Gores Landing, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Stuart Dairy Barn Retrofit Projects,"DFIP-ON-0579	DFIP-ON-0579",54454.94,3/10/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
501,GC-2017-Q4-00300,Jean-Yves Chouinard,"Woburn, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Projet alimentation Chouinard,"DFIP-QC-0292	DFIP-QC-0292",34764.56,3/28/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
502,GC-2017-Q4-00301,Jim (Erwin) Maas,"Bomholm, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Parlour flush System,"DFIP-ON-0976	DFIP-ON-0976",56480,1/2/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
504,GC-2017-Q4-00304,John Pynenburg,"Princeton, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Upgrade to heat stress, feed pushing, milking, sorting and mat systems","DFIP-ON-2439	DFIP-ON-2439",60000,3/13/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
505,GC-2017-Q4-00305,John Thornburn,"Paisley, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New Milking & Feeding Systems,"DFIP-ON-2435	DFIP-ON-2435",34895.82,3/23/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
170,GC-2017-Q3-00026,Ferme Lampardis inc.,"Sainte-Séraphine, Quebec|Sainte-Séraphine,  Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Manure Recovery System to Produce Bedding,DFIP-QC-3504,170280.71,12/6/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
171,GC-2017-Q3-00027,Spruce Avenue Farms Inc,"Paris, 
Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Spruce Avenue Farms Inc. Barn Operation Improvements 2017,DFIP-ON-0391,60000,12/6/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
506,GC-2017-Q4-00306,John van den Hof,"Milford Station, Nova Scotia|Milford Station, Nouvelle-Écosse",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Cow Care Enhancements,"DFIP-NS-1189	DFIP-NS-1189",35354.93,3/23/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
173,GC-2017-Q3-00028,Country Charm Farms Ltd.,"Abbotsford, 
British Columbia|Abbotsford, Colombie-Britannique",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Barn and Parlour Upgrade,DFIP-BC-0587,40823.63,12/1/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
174,GC-2017-Q3-00029,Urs & Tammy Herger,"Embrun, 
Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Feed Room Project,DFIP-ON-1083,60000,12/12/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2602,235-2019-2020-Q2-00058,Van Bezooyen Farms Ltd.,Lethbridge County,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,New dairy barn equipment,DFIP-AB-4797,100000,8/1/17,3/31/21,The objective of this project is to help Canadian dairy farmers improve productivity through upgrades to their equipment.,Percentage of cash costs saved per hectoliter of milk produced and percentage of producer labour cost saved per hectoliter of milk produced,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
175,GC-2017-Q3-00030,Ontowa Farms Inc.,"Elmira, 
Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Rumination and real time cow monitoring system upgrade,DFIP-ON-0814,26375,12/8/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
176,GC-2017-Q3-00031,Hyspruce Holsteins Inc.,"Woodville, 
Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,TMR Mixer and Auto Ration,DFIP-ON-0374,60000,12/19/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
500,GC-2017-Q4-00299,Jansen Farms Oxford Limited,"Woodstock, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Jansen Farms cow comfort project - HVLS fans,"DFIP-ON-0588	DFIP-ON-0588",34976.5,1/3/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
290,GC-2017-Q4-00129,Enright Dairy Farms Incorporated,"Renfrew, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Enright Robot Retrofit,"DFIP-ON-2700	DFIP-ON-2700",250000,1/18/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
485,GC-2017-Q4-00290,Hutterian Brethren Church of Blue Sky,"Drumheller, Alberta",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotic Milking Upgrade,"DFIP-AB-0130	DFIP-AB-0130",250000,3/6/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
483,GC-2017-Q4-00288,Huigen Bros. Farms Limited,"Dunville, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Upgrades To Milking Equipment And Ventilation System To Improve Cow Comfort and Production Efficiencies On Farm,"DFIP-ON-2423	DFIP-ON-2423",41093.25,1/8/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
452,GC-2017-Q4-00261,Ferme Vinbert inc.,"Acton Vale, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Robotic Milkers and Sand Stalls,"DFIP-QC-2382	DFIP-QC-2382",216613.5,3/1/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
453,235-2018-2019-Q1-00440,Ferme Louise et Réjean Bessette S.E.N.C.,Saint-Jean-sur-Richelieu,Dairy Farm Investment Program (DFIP),The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Milking system,DFIP-QC-0912,73375.8,11/10/16,3/31/19,The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
454,GC-2017-Q4-00262,Ferme Vitalait inc.,"Ste-Perpétue, Québec",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Ferme Vitalait inc. Robot Project,"DFIP-QC-1358	DFIP-QC-1358",191506.85,3/19/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
456,GC-2017-Q4-00264,Folly River Farms Limited,"Debert, Nova Scotia|Debert, Nouvelle-Écosse",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Folly River Farms 2 Robot Project,"DFIP-NS-0333	DFIP-NS-0333",250000,3/6/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
457,GC-2017-Q4-00265,Fortress Farms Inc.,"Gowanstow, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Barn Renovation 2017,"DFIP-ON-0870	DFIP-ON-0870",49818.75,2/15/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
458,GC-2017-Q4-00266,Free Ridge Farms Ltd.,"Chatsworth, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Dairy Labour & Production Efficiency Upgrades,"DFIP-ON-2231	DFIP-ON-2231",60000,2/27/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
459,GC-2017-Q4-00285,Hillandia Farms Ltd.,"Norwich, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Improved Productivity Project,"DFIP-ON-2340	DFIP-ON-2340",50336.71,2/21/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
460,GC-2017-Q4-00385,Terra Nova Farms Ltd.,"Bright, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Ventilation Improvement,"DFIP-ON-0404	DFIP-ON-0404",37255.55,3/8/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
461,GC-2017-Q4-00267,Friecrest Holsteins Ltd.,"Kleefeld, Manitoba",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,"Friecrest SCR Heat Time Pro Installation, Milk Pasteurizer, Cow Brush","DFIP-MB-1299	DFIP-MB-1299",25880.5,3/15/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
462,GC-2017-Q4-00268,Friendly Farms Inc.,"Arthur, Ontario",Dairy Farm Investment Program (DFIP),Dairy Farm Investment Program - The Dairy Farm Investment Program helps Canadian dairy farmers improve productivity through upgrades to their equipment.,Manure Handling Equipment Dairy Barn,"DFIP-ON-2044	DFIP-ON-2044",43432.59,1/9/18,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
